Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Driving_Mode,Road_Type,Traffic_Condition,Slope_%,Weather_Condition,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh,Battery_Capacity_kWh,Range_km,Data_Origin,Driving_Mode_Label,Road_Type_Label,Traffic_Condition_Label,Weather_Condition_Label,Hour,DayOfWeek,Efficiency_kWh_per_km,Battery_Usage_Ratio,Usable_Battery_kWh,Weight_per_kWh,Speed_x_Slope,Abs_Slope,Aggressive_Accel,Temp_Deviation_From_20C,Battery_Temp_Deviation,Hour_sin,Hour_cos
111.50736643582246,-2.7738156574639765,30.41514793606419,378.09152521545263,25.31478638015,2,1,1,6.879445723818213,4,0.741770214307623,42.17253328021907,7.829253296749894,31.112020262654163,1822.967367715762,20.757508428820994,12.054316837893046,72.97,81.58,Kaggle_Source_Row,Normal,City,Low,Snowy,0,0,0.5807207969698375,0.1651955164847615,22.19393344894604,24.982422471094452,767.1088752011493,6.879445723818213,2.7738156574639765,19.25822978569238,0.31478638015000016,0.0,1.0
48.61232334330797,-0.7969822458298639,97.3855337784473,392.7183768879348,18.24075509694301,1,2,1,-3.007212319399515,4,-3.495516154077721,57.01842689319608,4.495571702623077,31.504365578709763,2091.8319138377155,0.6429176296592819,4.48870104769729,79.82,382.98,Kaggle_Source_Row,Eco,Highway,Low,Snowy,0,0,6.981766933465652,0.05623529250435092,77.73313306195662,26.206864367798993,-146.18757763262835,3.007212319399515,0.7969822458298639,23.49551615407772,6.759244903056992,0.0,1.0
108.73332025589964,0.2537998537264747,84.9126002160525,398.9934951463,44.44914530455246,1,1,3,0.0295845262511011,1,9.248274673124495,69.02891114196613,5.144488600630693,33.83801470718437,1816.7024972222569,40.84282360003485,11.70137693672586,75.53,232.51,Kaggle_Source_Row,Eco,City,High,Clear,0,0,0.28649774685792967,0.15492356595691592,64.13448694318444,24.05272735631215,3.216823767480046,0.0295845262511011,0.2537998537264747,10.751725326875505,19.44914530455246,0.0,1.0
38.57948414974584,-2.111395208237236,28.777904099769607,358.128273196106,28.980154865397843,1,2,2,8.27194304566259,3,2.8684089901268166,86.63834947009246,4.5182832538230375,33.2560144941778,1283.1026415009658,5.305228735924097,7.389265564508191,43.97,47.16,Kaggle_Source_Row,Eco,Highway,Medium,Rainy,0,0,1.3928269509799154,0.16805243494446648,12.653644432668695,29.18132002503902,319.12729561774023,8.27194304566259,2.111395208237236,17.131591009873183,3.980154865397843,0.0,1.0
57.17243836125499,1.477882875414461,29.74015981181428,310.8881616031166,33.18455111284055,2,1,1,2.7768144260838143,2,16.75024402320902,27.189184748972096,4.263405720024597,33.5796782754992,2160.3507875871123,5.825925674399545,6.761205202007953,77.13,93.18,Kaggle_Source_Row,Normal,City,Low,Cloudy,0,0,1.1605374973659965,0.08765986259572091,22.938585262852353,28.009215449074453,158.75725161592052,2.7768144260838143,1.477882875414461,3.249755976790979,8.184551112840552,0.0,1.0
27.123479737919965,-2.949871774967169,67.55790839300951,345.91299077754365,19.75870476863438,1,3,1,1.0192223120085853,4,1.6298736724197376,31.005869260044385,10.401325087628466,34.07530664690162,1275.0747733375897,2.510091060779996,4.31906050402437,43.06,151.74,Kaggle_Source_Row,Eco,Rural,Low,Snowy,0,0,1.720678811820575,0.10030330942927008,29.0904353540299,29.611583217315133,27.644855728200803,1.0192223120085853,2.949871774967169,18.370126327580262,5.241295231365619,0.0,1.0
76.85712506110127,-1.988405709395779,47.59113393385466,378.7601146461644,21.262891800566308,3,2,2,8.582446483762626,4,1.2067481426024085,55.620962663584685,9.753955489719262,31.33249644344908,1831.921072182438,10.101039527342744,9.28572513709307,61.15,71.71,Kaggle_Source_Row,Sport,Highway,Medium,Snowy,0,0,0.9192841105073711,0.15185159668181636,29.10197840055212,29.95782620085753,659.6221627327529,8.582446483762626,1.988405709395779,18.793251857397593,3.737108199433692,0.0,1.0
117.47773382097706,0.4847809791208544,22.792468725848742,302.7725324761849,21.741166994940457,1,3,3,-3.5998321328440785,2,34.464054284673225,49.29324728050328,3.063963519346862,33.4617664746202,2320.2197624769533,8.923132449569461,10.154375379907354,86.41,81.7,Kaggle_Source_Row,Eco,Rural,High,Cloudy,0,0,1.1379832628616084,0.11751389167813163,19.694972226005895,26.85128761112086,-422.9001211024568,3.5998321328440785,0.4847809791208544,14.464054284673225,3.258833005059543,0.0,1.0
72.41917152520544,1.2863253722237538,63.33132062664425,305.6887438356149,34.455749680260524,1,3,1,2.0968417435338456,1,36.4582615596884,48.75573124785664,10.372780801500513,28.47623166083807,1352.5936100364434,17.458505220815894,8.734982030592302,54.03,198.4,Kaggle_Source_Row,Eco,Rural,Low,Clear,0,0,0.5003281735814086,0.16166911032005002,34.21791253457589,25.034121969950828,151.85154188618841,2.0968417435338456,1.2863253722237538,16.458261559688403,9.455749680260524,0.0,1.0
42.93769009362586,2.499858616163497,51.02760797486775,306.71577823828216,26.5797172691258,1,3,2,4.785611469630284,3,38.38972938645595,40.78730520553073,4.366028939117168,31.11182495925377,2118.616286213689,32.997592673126384,9.139607590819022,76.4,130.32,Kaggle_Source_Row,Eco,Rural,Medium,Rainy,0,0,0.2769780111342008,0.11962837160757882,38.98509249279896,27.730579662482835,205.48310219148655,4.785611469630284,2.499858616163497,18.389729386455947,1.5797172691258012,0.0,1.0
